,Date,Time,CO(GT),PT08S1(CO),C6H6(GT),PT08S2(NMHC),NOx(GT),PT08S3(NOx),NO2(GT),PT08S4(NO2),PT08S5(O3),T
4904,2004-10-07,2020-06-11 06:00:00,2.1297114,1089.0,7.4,873.0,242.18929,741.0,112.145134,1479.0,990.0,20.1
4905,2004-10-07,2020-06-11 07:00:00,2.1297114,1468.0,19.4,1280.0,242.18929,518.0,112.145134,1899.0,1423.0,19.7
4906,2004-10-07,2020-06-11 08:00:00,2.1297114,1696.0,37.1,1711.0,242.18929,383.0,112.145134,2464.0,1823.0,20.9
4907,2004-10-07,2020-06-11 09:00:00,2.1297114,1479.0,22.2,1357.0,242.18929,491.0,112.145134,1937.0,1581.0,22.5
4908,2004-10-07,2020-06-11 10:00:00,2.1297114,1425.0,18.5,1255.0,242.18929,516.0,112.145134,1864.0,1500.0,23.5
4909,2004-10-07,2020-06-11 11:00:00,2.1297114,1279.0,14.0,1116.0,242.18929,587.0,112.145134,1668.0,1268.0,24.7
4910,2004-10-07,2020-06-11 12:00:00,2.1297114,1319.0,15.5,1165.0,242.18929,571.0,112.145134,1743.0,1230.0,27.1
4911,2004-10-07,2020-06-11 13:00:00,2.1297114,1329.0,15.7,1172.0,242.18929,561.0,112.145134,1739.0,1204.0,25.9
4912,2004-10-07,2020-06-11 14:00:00,2.1297114,1327.0,15.7,1172.0,242.18929,566.0,112.145134,1747.0,1205.0,26.9
4913,2004-10-07,2020-06-11 15:00:00,2.1297114,1282.0,12.7,1075.0,242.18929,605.0,112.145134,1651.0,1103.0,27.2
4914,2004-10-07,2020-06-11 16:00:00,2.9,1342.0,15.3,1157.0,267.0,572.0,87.0,1707.0,1195.0,28.6
4915,2004-10-07,2020-06-11 17:00:00,5.4,1623.0,28.8,1522.0,398.0,447.0,111.0,2110.0,1618.0,28.0
4916,2004-10-07,2020-06-11 18:00:00,5.3,1576.0,26.1,1458.0,418.0,463.0,119.0,2024.0,1637.0,25.2
4917,2004-10-07,2020-06-11 19:00:00,6.7,1747.0,37.1,1709.0,515.0,399.0,128.0,2370.0,1876.0,24.0
4918,2004-10-07,2020-06-11 20:00:00,7.0,1757.0,35.7,1680.0,669.0,396.0,117.0,2280.0,1959.0,23.2
4919,2004-10-07,2020-06-11 21:00:00,2.8,1331.0,16.5,1194.0,326.0,559.0,92.0,1715.0,1477.0,22.3
4920,2004-10-07,2020-06-11 22:00:00,1.7,1182.0,11.0,1016.0,209.0,658.0,73.0,1572.0,1210.0,21.8
4921,2004-10-07,2020-06-11 23:00:00,1.7,1162.0,10.8,1008.0,183.0,658.0,60.0,1556.0,1160.0,20.9
4922,2004-10-08,2020-06-11 00:00:00,1.7,1147.0,9.6,964.0,165.0,668.0,60.0,1517.0,1116.0,20.6
4923,2004-10-08,2020-06-11 01:00:00,1.2,1040.0,6.5,836.0,111.0,762.0,53.0,1423.0,974.0,20.3
4924,2004-10-08,2020-06-11 02:00:00,0.7,920.0,3.6,688.0,67.0,920.0,47.0,1317.0,820.0,20.5
4925,2004-10-08,2020-06-11 03:00:00,0.7,931.0,3.3,670.0,242.18929,931.0,112.145134,1326.0,792.0,18.7
4926,2004-10-08,2020-06-11 04:00:00,0.8,954.0,4.4,731.0,88.0,865.0,43.0,1360.0,839.0,18.2
4927,2004-10-08,2020-06-11 05:00:00,0.9,981.0,5.5,790.0,147.0,817.0,47.0,1390.0,898.0,18.2
4928,2004-10-08,2020-06-11 06:00:00,1.7,1147.0,10.8,1009.0,279.0,653.0,50.0,1589.0,1096.0,18.2
4929,2004-10-08,2020-06-11 07:00:00,5.7,1606.0,31.2,1578.0,665.0,440.0,81.0,2205.0,1786.0,19.4
4930,2004-10-08,2020-06-11 08:00:00,4.3,1490.0,24.8,1424.0,592.0,465.0,75.0,2033.0,1604.0,19.5
4931,2004-10-08,2020-06-11 09:00:00,3.9,1473.0,24.2,1409.0,557.0,483.0,87.0,1984.0,1637.0,21.1
4932,2004-10-08,2020-06-11 10:00:00,5.1,1582.0,29.5,1539.0,693.0,435.0,128.0,2141.0,1827.0,23.2
4933,2004-10-08,2020-06-11 11:00:00,3.7,1468.0,21.0,1323.0,530.0,496.0,105.0,1913.0,1641.0,24.4
4934,2004-10-08,2020-06-11 12:00:00,3.3,1413.0,19.6,1285.0,412.0,518.0,101.0,1883.0,1505.0,26.4
4935,2004-10-08,2020-06-11 13:00:00,3.6,1400.0,21.2,1331.0,366.0,520.0,100.0,1916.0,1465.0,27.7
4936,2004-10-08,2020-06-11 14:00:00,3.2,1361.0,18.0,1238.0,344.0,548.0,98.0,1805.0,1368.0,28.0
4937,2004-10-08,2020-06-11 15:00:00,3.5,1389.0,20.5,1311.0,339.0,525.0,98.0,1845.0,1748.0,28.7
4938,2004-10-08,2020-06-11 16:00:00,2.4,1305.0,15.6,1167.0,297.0,586.0,98.0,1690.0,1301.0,28.5
4939,2004-10-08,2020-06-11 17:00:00,2.9,1354.0,19.2,1275.0,294.0,543.0,90.0,1799.0,1338.0,28.4
4940,2004-10-08,2020-06-11 18:00:00,2.3,1352.0,20.0,1296.0,211.0,534.0,84.0,1846.0,1337.0,26.4
4941,2004-10-08,2020-06-11 19:00:00,3.1,1472.0,21.1,1327.0,323.0,497.0,101.0,1895.0,1516.0,25.2
4942,2004-10-08,2020-06-11 20:00:00,2.9,1412.0,18.6,1256.0,333.0,525.0,98.0,1797.0,1435.0,24.9
4943,2004-10-08,2020-06-11 21:00:00,1.5,1221.0,12.3,1061.0,163.0,619.0,76.0,1615.0,1178.0,24.6
4944,2004-10-08,2020-06-11 22:00:00,1.5,1230.0,10.3,990.0,151.0,652.0,71.0,1559.0,1111.0,24.0
4945,2004-10-08,2020-06-11 23:00:00,1.7,1247.0,9.6,961.0,167.0,666.0,71.0,1569.0,1112.0,23.8
4946,2004-10-09,2020-06-11 00:00:00,1.6,1217.0,9.9,975.0,174.0,665.0,66.0,1565.0,1109.0,22.3
4947,2004-10-09,2020-06-11 01:00:00,1.3,1158.0,8.6,923.0,142.0,673.0,62.0,1519.0,1072.0,21.9
4948,2004-10-09,2020-06-11 02:00:00,1.4,1150.0,7.3,871.0,155.0,697.0,58.0,1502.0,1030.0,21.1
4949,2004-10-09,2020-06-11 03:00:00,0.9,1061.0,5.4,785.0,242.18929,766.0,112.145134,1447.0,935.0,21.0
4950,2004-10-09,2020-06-11 04:00:00,0.9,1062.0,5.1,770.0,96.0,780.0,48.0,1450.0,922.0,21.3
4951,2004-10-09,2020-06-11 05:00:00,1.3,1157.0,7.8,890.0,154.0,681.0,53.0,1549.0,1054.0,20.8
4952,2004-10-09,2020-06-11 06:00:00,1.3,1167.0,8.2,907.0,211.0,681.0,55.0,1548.0,1082.0,20.6
4953,2004-10-09,2020-06-11 07:00:00,2.9,1403.0,17.6,1229.0,381.0,523.0,63.0,1872.0,1365.0,20.9
4954,2004-10-09,2020-06-11 08:00:00,3.2,1453.0,20.1,1298.0,470.0,489.0,69.0,1940.0,1497.0,21.5
4955,2004-10-09,2020-06-11 09:00:00,3.4,1455.0,18.7,1260.0,464.0,502.0,84.0,1868.0,1540.0,23.7
4956,2004-10-09,2020-06-11 10:00:00,3.6,1512.0,19.5,1282.0,450.0,498.0,95.0,1899.0,1554.0,26.0
4957,2004-10-09,2020-06-11 11:00:00,2.3,1331.0,13.0,1082.0,274.0,588.0,80.0,1689.0,1252.0,28.5
4958,2004-10-09,2020-06-11 12:00:00,3.1,1472.0,18.2,1246.0,306.0,512.0,87.0,1873.0,1455.0,28.1
4959,2004-10-09,2020-06-11 13:00:00,3.3,1430.0,16.2,1187.0,308.0,539.0,94.0,1812.0,1339.0,29.0
4960,2004-10-09,2020-06-11 14:00:00,1.9,1264.0,11.0,1016.0,186.0,624.0,76.0,1650.0,1062.0,28.9
4961,2004-10-09,2020-06-11 15:00:00,2.6,1378.0,15.9,1177.0,238.0,548.0,92.0,1775.0,1266.0,29.6
4962,2004-10-09,2020-06-11 16:00:00,2.7,1377.0,14.2,1123.0,249.0,578.0,94.0,1716.0,1223.0,29.4
4963,2004-10-09,2020-06-11 17:00:00,3.7,1527.0,19.9,1293.0,378.0,502.0,110.0,1907.0,1469.0,28.7
4964,2004-10-09,2020-06-11 18:00:00,3.8,1573.0,21.7,1343.0,386.0,470.0,109.0,1990.0,1553.0,27.0
4965,2004-10-09,2020-06-11 19:00:00,4.8,1674.0,25.7,1447.0,461.0,448.0,122.0,2065.0,1689.0,26.5
4966,2004-10-09,2020-06-11 20:00:00,3.5,1455.0,17.3,1218.0,394.0,535.0,107.0,1796.0,1387.0,26.2
4967,2004-10-09,2020-06-11 21:00:00,2.2,1242.0,11.2,1022.0,266.0,630.0,83.0,1641.0,1139.0,24.8
4968,2004-10-09,2020-06-11 22:00:00,1.5,1181.0,8.9,935.0,158.0,701.0,62.0,1565.0,960.0,24.9
4969,2004-10-09,2020-06-11 23:00:00,3.4,1468.0,15.2,1155.0,319.0,565.0,89.0,1738.0,1293.0,24.5
4970,2004-10-10,2020-06-11 00:00:00,3.7,1520.0,17.2,1217.0,409.0,552.0,103.0,1812.0,1357.0,24.7
4971,2004-10-10,2020-06-11 01:00:00,2.0,1203.0,11.9,1046.0,223.0,621.0,74.0,1664.0,1103.0,23.9
4972,2004-10-10,2020-06-11 02:00:00,1.4,1096.0,8.1,903.0,107.0,732.0,52.0,1560.0,857.0,23.8
4973,2004-10-10,2020-06-11 03:00:00,1.1,991.0,4.9,759.0,242.18929,845.0,112.145134,1440.0,658.0,23.5
4974,2004-10-10,2020-06-11 04:00:00,2.1297114,941.0,3.6,686.0,50.0,942.0,38.0,1406.0,549.0,22.8
4975,2004-10-10,2020-06-11 05:00:00,0.7,952.0,3.7,695.0,56.0,910.0,39.0,1429.0,627.0,22.2
4976,2004-10-10,2020-06-11 06:00:00,1.2,1082.0,6.3,825.0,163.0,753.0,59.0,1526.0,930.0,21.3
4977,2004-10-10,2020-06-11 07:00:00,1.3,1095.0,7.7,886.0,187.0,705.0,56.0,1574.0,1001.0,21.3
4978,2004-10-10,2020-06-11 08:00:00,1.1,1049.0,6.3,826.0,150.0,765.0,51.0,1521.0,917.0,22.2
4979,2004-10-10,2020-06-11 09:00:00,1.0,1055.0,5.6,795.0,103.0,807.0,51.0,1494.0,834.0,24.1
4980,2004-10-10,2020-06-11 10:00:00,1.2,1074.0,5.1,767.0,143.0,814.0,58.0,1489.0,796.0,24.3
4981,2004-10-10,2020-06-11 11:00:00,1.9,1229.0,9.0,941.0,220.0,680.0,68.0,1653.0,1040.0,24.8
4982,2004-10-10,2020-06-11 12:00:00,2.3,1228.0,9.3,952.0,301.0,668.0,81.0,1622.0,1110.0,24.5
4983,2004-10-10,2020-06-11 13:00:00,1.6,1107.0,5.9,807.0,214.0,768.0,73.0,1546.0,836.0,21.0
4984,2004-10-10,2020-06-11 14:00:00,1.3,1031.0,4.4,732.0,162.0,872.0,69.0,1476.0,704.0,19.8
4985,2004-10-10,2020-06-11 15:00:00,1.8,1155.0,5.8,804.0,232.0,815.0,81.0,1510.0,773.0,19.4
4986,2004-10-10,2020-06-11 16:00:00,1.7,1131.0,6.6,841.0,254.0,784.0,82.0,1531.0,811.0,19.6
4987,2004-10-10,2020-06-11 17:00:00,1.8,1143.0,7.8,890.0,224.0,744.0,71.0,1578.0,848.0,20.8
4988,2004-10-10,2020-06-11 18:00:00,2.0,1145.0,8.4,915.0,247.0,733.0,81.0,1586.0,892.0,21.1
4989,2004-10-10,2020-06-11 19:00:00,2.2,1169.0,8.3,910.0,334.0,726.0,87.0,1563.0,992.0,21.1
4990,2004-10-10,2020-06-11 20:00:00,1.6,1105.0,8.1,905.0,239.0,734.0,72.0,1576.0,950.0,21.2
4991,2004-10-10,2020-06-11 21:00:00,1.3,1049.0,6.1,817.0,168.0,806.0,63.0,1517.0,882.0,20.8
4992,2004-10-10,2020-06-11 22:00:00,1.5,1069.0,6.7,844.0,185.0,767.0,63.0,1527.0,883.0,20.8
4993,2004-10-10,2020-06-11 23:00:00,1.5,1073.0,6.6,838.0,178.0,768.0,63.0,1549.0,892.0,20.7
4994,2004-10-11,2020-06-11 00:00:00,1.3,1039.0,6.1,817.0,132.0,799.0,55.0,1502.0,836.0,20.1
4995,2004-10-11,2020-06-11 01:00:00,1.4,1021.0,6.0,811.0,135.0,794.0,52.0,1502.0,837.0,20.2
4996,2004-10-11,2020-06-11 02:00:00,0.5,825.0,1.4,536.0,39.0,1203.0,32.0,1302.0,498.0,19.4
4997,2004-10-11,2020-06-11 03:00:00,0.4,828.0,1.7,558.0,242.18929,1166.0,112.145134,1304.0,494.0,18.8
4998,2004-10-11,2020-06-11 04:00:00,0.4,847.0,1.9,576.0,33.0,1139.0,29.0,1321.0,507.0,17.9
4999,2004-10-11,2020-06-11 05:00:00,0.6,903.0,3.4,679.0,90.0,956.0,44.0,1385.0,660.0,18.2
5000,2004-10-11,2020-06-11 06:00:00,1.1,1041.0,7.2,865.0,164.0,757.0,53.0,1486.0,902.0,18.6
5001,2004-10-11,2020-06-11 07:00:00,2.9,1314.0,19.0,1267.0,336.0,559.0,62.0,1888.0,1240.0,19.6
5002,2004-10-11,2020-06-11 08:00:00,3.5,1326.0,24.5,1416.0,366.0,499.0,68.0,1971.0,1395.0,20.2
5003,2004-10-11,2020-06-11 09:00:00,4.6,1464.0,25.6,1444.0,565.0,475.0,85.0,2049.0,1625.0,19.7
5004,2004-10-11,2020-06-11 10:00:00,3.4,1313.0,17.1,1213.0,536.0,564.0,88.0,1789.0,1359.0,19.2
5005,2004-10-11,2020-06-11 11:00:00,2.3,1202.0,12.3,1058.0,416.0,647.0,82.0,1623.0,1152.0,20.0
5006,2004-10-11,2020-06-11 12:00:00,2.7,1225.0,15.2,1155.0,379.0,607.0,91.0,1738.0,1159.0,21.1
5007,2004-10-11,2020-06-11 13:00:00,3.1,1257.0,18.3,1248.0,368.0,557.0,87.0,1837.0,1179.0,20.2
5008,2004-10-11,2020-06-11 14:00:00,3.2,1271.0,17.2,1217.0,444.0,566.0,90.0,1810.0,1227.0,20.2
5009,2004-10-11,2020-06-11 15:00:00,2.5,1179.0,14.1,1120.0,352.0,634.0,97.0,1667.0,1119.0,21.9
5010,2004-10-11,2020-06-11 16:00:00,3.4,1278.0,18.3,1248.0,375.0,574.0,99.0,1814.0,1243.0,23.2
5011,2004-10-11,2020-06-11 17:00:00,4.8,1435.0,25.0,1429.0,479.0,499.0,109.0,2072.0,1449.0,21.7
5012,2004-10-11,2020-06-11 18:00:00,4.5,1326.0,22.2,1356.0,448.0,525.0,95.0,1966.0,1405.0,20.8
5013,2004-10-11,2020-06-11 19:00:00,4.0,1324.0,21.4,1335.0,388.0,537.0,80.0,1920.0,1444.0,19.9
5014,2004-10-11,2020-06-11 20:00:00,3.2,1206.0,16.2,1185.0,376.0,592.0,76.0,1751.0,1386.0,19.7
5015,2004-10-11,2020-06-11 21:00:00,1.9,1052.0,10.3,987.0,224.0,700.0,62.0,1556.0,1102.0,20.0
5016,2004-10-11,2020-06-11 22:00:00,1.9,1057.0,8.9,934.0,206.0,743.0,57.0,1525.0,1041.0,19.0
5017,2004-10-11,2020-06-11 23:00:00,1.3,952.0,6.5,833.0,143.0,846.0,57.0,1381.0,881.0,18.8
5018,2004-10-12,2020-06-11 00:00:00,1.1,911.0,5.1,769.0,113.0,919.0,54.0,1340.0,791.0,18.9
5019,2004-10-12,2020-06-11 01:00:00,1.0,898.0,4.6,742.0,93.0,915.0,50.0,1345.0,796.0,18.1
5020,2004-10-12,2020-06-11 02:00:00,0.5,809.0,2.1,593.0,58.0,1134.0,44.0,1277.0,647.0,18.3
5021,2004-10-12,2020-06-11 03:00:00,0.6,823.0,2.4,616.0,242.18929,1072.0,112.145134,1300.0,716.0,18.3
5022,2004-10-12,2020-06-11 04:00:00,0.5,814.0,3.2,666.0,56.0,1029.0,34.0,1311.0,719.0,17.8
5023,2004-10-12,2020-06-11 05:00:00,0.8,857.0,3.9,705.0,105.0,982.0,44.0,1312.0,733.0,16.9
5024,2004-10-12,2020-06-11 06:00:00,1.2,935.0,6.0,810.0,243.0,881.0,74.0,1356.0,835.0,17.8
5025,2004-10-12,2020-06-11 07:00:00,2.7,1159.0,13.8,1110.0,492.0,671.0,101.0,1650.0,1094.0,17.6
5026,2004-10-12,2020-06-11 08:00:00,3.0,1102.0,14.8,1141.0,435.0,648.0,103.0,1594.0,1114.0,17.9
5027,2004-10-12,2020-06-11 09:00:00,2.1297114,979.0,8.4,917.0,242.18929,795.0,112.145134,1398.0,903.0,18.1
5028,2004-10-12,2020-06-11 10:00:00,2.1297114,998.0,9.0,941.0,242.18929,785.0,112.145134,1442.0,914.0,18.2
5029,2004-10-12,2020-06-11 11:00:00,2.1297114,962.0,8.3,911.0,242.18929,793.0,112.145134,1380.0,872.0,19.7
5030,2004-10-12,2020-06-11 12:00:00,2.1297114,985.0,9.5,957.0,242.18929,773.0,112.145134,1426.0,860.0,20.8
5031,2004-10-12,2020-06-11 13:00:00,2.1297114,1043.0,12.1,1053.0,242.18929,707.0,112.145134,1514.0,959.0,20.5
5032,2004-10-12,2020-06-11 14:00:00,2.1297114,929.0,7.4,875.0,242.18929,826.0,112.145134,1365.0,814.0,18.9
5033,2004-10-12,2020-06-11 15:00:00,2.1297114,946.0,8.0,898.0,242.18929,816.0,112.145134,1377.0,827.0,18.4
5034,2004-10-12,2020-06-11 16:00:00,2.1297114,955.0,7.9,894.0,242.18929,818.0,112.145134,1366.0,804.0,17.9
5035,2004-10-12,2020-06-11 17:00:00,2.1297114,1004.0,10.9,1012.0,242.18929,730.0,112.145134,1460.0,906.0,17.1
5036,2004-10-12,2020-06-11 18:00:00,2.1297114,1037.0,12.1,1053.0,242.18929,708.0,112.145134,1480.0,958.0,16.5
5037,2004-10-12,2020-06-11 19:00:00,2.1297114,1066.0,14.7,1140.0,242.18929,670.0,112.145134,1577.0,1032.0,16.7
5038,2004-10-12,2020-06-11 20:00:00,2.1297114,890.0,6.0,813.0,242.18929,898.0,112.145134,1274.0,772.0,15.4
5039,2004-10-12,2020-06-11 21:00:00,2.1297114,843.0,4.3,729.0,242.18929,990.0,112.145134,1219.0,618.0,15.5
5040,2004-10-12,2020-06-11 22:00:00,2.1297114,834.0,4.1,716.0,242.18929,997.0,112.145134,1205.0,614.0,15.6
5041,2004-10-12,2020-06-11 23:00:00,2.1297114,809.0,3.1,659.0,242.18929,1074.0,112.145134,1161.0,550.0,14.8
5042,2004-10-13,2020-06-11 00:00:00,2.1297114,786.0,2.2,600.0,242.18929,1164.0,112.145134,1132.0,511.0,14.8
5043,2004-10-13,2020-06-11 01:00:00,2.1297114,747.0,1.5,543.0,242.18929,1276.0,112.145134,1100.0,469.0,14.6
5044,2004-10-13,2020-06-11 02:00:00,2.1297114,723.0,0.9,485.0,242.18929,1419.0,112.145134,1065.0,425.0,14.6
5045,2004-10-13,2020-06-11 03:00:00,2.1297114,704.0,0.5,444.0,242.18929,1558.0,112.145134,1050.0,394.0,14.4
5046,2004-10-13,2020-06-11 04:00:00,2.1297114,709.0,0.6,449.0,242.18929,1590.0,112.145134,1055.0,392.0,14.5
5047,2004-10-13,2020-06-11 05:00:00,2.1297114,726.0,0.7,466.0,242.18929,1485.0,112.145134,1066.0,408.0,14.3
5048,2004-10-13,2020-06-11 06:00:00,2.1297114,798.0,2.2,599.0,242.18929,1205.0,112.145134,1141.0,517.0,14.7
5049,2004-10-13,2020-06-11 07:00:00,2.1297114,925.0,5.8,800.0,242.18929,908.0,112.145134,1272.0,750.0,14.3
5050,2004-10-13,2020-06-11 08:00:00,2.1297114,906.0,5.9,809.0,242.18929,878.0,112.145134,1272.0,787.0,14.0
5051,2004-10-13,2020-06-11 09:00:00,1.5,896.0,5.9,809.0,286.0,882.0,78.0,1257.0,788.0,15.4
5052,2004-10-13,2020-06-11 10:00:00,1.2,882.0,5.3,776.0,281.0,932.0,72.0,1222.0,760.0,16.5
5053,2004-10-13,2020-06-11 11:00:00,2.1297114,948.0,6.9,853.0,242.18929,859.0,112.145134,1283.0,839.0,17.4
5054,2004-10-13,2020-06-11 12:00:00,2.1297114,945.0,7.7,886.0,242.18929,818.0,112.145134,1307.0,827.0,18.0
5055,2004-10-13,2020-06-11 13:00:00,2.1297114,942.0,7.3,871.0,242.18929,832.0,112.145134,1314.0,765.0,17.9
5056,2004-10-13,2020-06-11 14:00:00,2.1297114,943.0,7.2,864.0,242.18929,831.0,112.145134,1297.0,814.0,17.4
5057,2004-10-13,2020-06-11 15:00:00,2.1297114,894.0,6.0,810.0,242.18929,892.0,112.145134,1258.0,737.0,16.0
5058,2004-10-13,2020-06-11 16:00:00,2.1297114,984.0,8.3,910.0,242.18929,795.0,112.145134,1348.0,875.0,15.3
5059,2004-10-13,2020-06-11 17:00:00,2.1297114,1044.0,11.2,1022.0,242.18929,726.0,112.145134,1454.0,983.0,15.2
5060,2004-10-13,2020-06-11 18:00:00,2.1297114,981.0,10.1,983.0,242.18929,759.0,112.145134,1370.0,942.0,14.8
5061,2004-10-13,2020-06-11 19:00:00,2.1297114,1021.0,10.6,1001.0,242.18929,731.0,112.145134,1415.0,971.0,14.7
5062,2004-10-13,2020-06-11 20:00:00,2.1297114,943.0,7.2,867.0,242.18929,834.0,112.145134,1314.0,891.0,14.8
5063,2004-10-13,2020-06-11 21:00:00,2.1297114,863.0,4.4,732.0,242.18929,970.0,112.145134,1207.0,724.0,14.9
5064,2004-10-13,2020-06-11 22:00:00,2.1297114,847.0,3.8,698.0,242.18929,1013.0,112.145134,1174.0,719.0,15.2
5065,2004-10-13,2020-06-11 23:00:00,2.1297114,859.0,3.8,698.0,242.18929,1015.0,112.145134,1189.0,705.0,15.3
5066,2004-10-14,2020-06-11 00:00:00,2.1297114,861.0,4.0,712.0,242.18929,1004.0,112.145134,1197.0,718.0,15.1
5067,2004-10-14,2020-06-11 01:00:00,2.1297114,786.0,2.2,602.0,242.18929,1146.0,112.145134,1123.0,584.0,15.0
5068,2004-10-14,2020-06-11 02:00:00,2.1297114,740.0,1.1,506.0,242.18929,1333.0,112.145134,1074.0,469.0,14.9
5069,2004-10-14,2020-06-11 03:00:00,2.1297114,730.0,0.8,483.0,242.18929,1434.0,112.145134,1065.0,438.0,15.2
5070,2004-10-14,2020-06-11 04:00:00,2.1297114,728.0,0.8,475.0,242.18929,1436.0,112.145134,1061.0,432.0,15.1
5071,2004-10-14,2020-06-11 05:00:00,2.1297114,755.0,1.2,517.0,242.18929,1325.0,112.145134,1091.0,487.0,14.9
5072,2004-10-14,2020-06-11 06:00:00,2.1297114,854.0,3.2,663.0,242.18929,1080.0,112.145134,1189.0,655.0,15.2
5073,2004-10-14,2020-06-11 07:00:00,2.1297114,1079.0,10.2,985.0,242.18929,758.0,112.145134,1465.0,1009.0,15.3
5074,2004-10-14,2020-06-11 08:00:00,2.1297114,1097.0,13.6,1103.0,242.18929,659.0,112.145134,1520.0,1113.0,15.6
5075,2004-10-14,2020-06-11 09:00:00,2.1297114,1024.0,9.9,976.0,242.18929,747.0,112.145134,1386.0,1030.0,16.3
5076,2004-10-14,2020-06-11 10:00:00,2.1297114,990.0,9.1,942.0,242.18929,776.0,112.145134,1359.0,986.0,20.4
5077,2004-10-14,2020-06-11 11:00:00,2.1297114,1013.0,8.0,901.0,242.18929,788.0,112.145134,1369.0,975.0,21.9
5078,2004-10-14,2020-06-11 12:00:00,2.1297114,1051.0,9.7,968.0,242.18929,746.0,112.145134,1442.0,984.0,21.5
5079,2004-10-14,2020-06-11 13:00:00,2.1297114,1052.0,9.7,966.0,242.18929,726.0,112.145134,1446.0,982.0,22.2
5080,2004-10-14,2020-06-11 14:00:00,2.1297114,1141.0,12.0,1049.0,242.18929,675.0,112.145134,1530.0,1117.0,21.0
5081,2004-10-14,2020-06-11 15:00:00,2.1297114,1130.0,11.3,1024.0,242.18929,679.0,112.145134,1537.0,1177.0,21.9
5082,2004-10-14,2020-06-11 16:00:00,2.1297114,1099.0,10.4,993.0,242.18929,711.0,112.145134,1507.0,1129.0,21.5
5083,2004-10-14,2020-06-11 17:00:00,2.1297114,1182.0,12.4,1064.0,242.18929,653.0,112.145134,1616.0,1217.0,19.7
5084,2004-10-14,2020-06-11 18:00:00,2.1297114,1211.0,14.6,1135.0,242.18929,615.0,112.145134,1682.0,1234.0,18.8
5085,2004-10-14,2020-06-11 19:00:00,2.1297114,1340.0,21.0,1324.0,242.18929,537.0,112.145134,1907.0,1412.0,19.3
5086,2004-10-14,2020-06-11 20:00:00,2.1297114,1299.0,17.9,1237.0,242.18929,553.0,112.145134,1804.0,1350.0,17.6
5087,2004-10-14,2020-06-11 21:00:00,2.1297114,1046.0,7.3,872.0,242.18929,769.0,112.145134,1479.0,968.0,16.4
5088,2004-10-14,2020-06-11 22:00:00,2.1297114,949.0,4.8,754.0,242.18929,884.0,112.145134,1393.0,759.0,16.6
5089,2004-10-14,2020-06-11 23:00:00,2.1297114,966.0,4.8,756.0,242.18929,908.0,112.145134,1363.0,741.0,15.9
5090,2004-10-15,2020-06-11 00:00:00,2.1297114,1062.0,7.7,887.0,242.18929,770.0,112.145134,1473.0,866.0,15.1
5091,2004-10-15,2020-06-11 01:00:00,2.1297114,934.0,4.3,730.0,242.18929,906.0,112.145134,1345.0,757.0,14.8
5092,2004-10-15,2020-06-11 02:00:00,2.1297114,862.0,3.0,649.0,242.18929,1046.0,112.145134,1289.0,675.0,14.4
5093,2004-10-15,2020-06-11 03:00:00,2.1297114,823.0,2.1,590.0,242.18929,1125.0,112.145134,1241.0,624.0,15.8
5094,2004-10-15,2020-06-11 04:00:00,2.1297114,839.0,2.3,604.0,242.18929,1097.0,112.145134,1259.0,605.0,15.2
5095,2004-10-15,2020-06-11 05:00:00,2.1297114,879.0,3.5,681.0,242.18929,992.0,112.145134,1312.0,703.0,14.8
5096,2004-10-15,2020-06-11 06:00:00,2.1297114,1095.0,10.0,977.0,242.18929,725.0,112.145134,1562.0,998.0,14.6
5097,2004-10-15,2020-06-11 07:00:00,2.1297114,1359.0,20.5,1311.0,242.18929,544.0,112.145134,1878.0,1311.0,14.8
5098,2004-10-15,2020-06-11 08:00:00,2.1297114,1354.0,22.2,1358.0,242.18929,519.0,112.145134,1942.0,1403.0,15.6
5099,2004-10-15,2020-06-11 09:00:00,2.1297114,1420.0,24.1,1405.0,242.18929,501.0,112.145134,1941.0,1573.0,17.3
5100,2004-10-15,2020-06-11 10:00:00,2.1297114,1265.0,17.4,1221.0,242.18929,578.0,112.145134,1760.0,1354.0,22.2
5101,2004-10-15,2020-06-11 11:00:00,2.1297114,1146.0,14.2,1122.0,242.18929,639.0,112.145134,1659.0,1131.0,24.4
5102,2004-10-15,2020-06-11 12:00:00,2.1297114,1150.0,15.0,1149.0,242.18929,620.0,112.145134,1676.0,1113.0,22.7
5103,2004-10-15,2020-06-11 13:00:00,2.1297114,1282.0,18.3,1247.0,242.18929,560.0,112.145134,1861.0,1258.0,20.5
5104,2004-10-15,2020-06-11 14:00:00,2.1297114,1067.0,13.0,1085.0,242.18929,684.0,112.145134,1548.0,985.0,23.3
5105,2004-10-15,2020-06-11 15:00:00,2.1297114,1185.0,18.1,1243.0,242.18929,603.0,112.145134,1689.0,1197.0,23.2
5106,2004-10-15,2020-06-11 16:00:00,2.1297114,1312.0,23.1,1381.0,242.18929,540.0,112.145134,1881.0,1402.0,21.5
5107,2004-10-15,2020-06-11 17:00:00,2.1297114,1319.0,24.9,1426.0,242.18929,509.0,112.145134,1938.0,1491.0,20.9
5108,2004-10-15,2020-06-11 18:00:00,2.1297114,1255.0,21.7,1342.0,242.18929,539.0,112.145134,1875.0,1396.0,19.8
